"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13"
PDLIM4,5.297471024,5.501172474,7.882594092,5.461133379,6.601105427,3.931803063,5.775515878,4.075577424,6.455534708,6.058219542,7.691522104,6.671180839,4.960770096
PBXIP1,6.939815214,7.555580585,8.027747213,6.938738325,6.62975306,6.866541803,6.781692219,6.858188499,6.506234107,6.781692219,6.803089154,6.756925552,6.781692219
PBXIP1,11.64125695,12.57896274,12.76531703,12.11366358,11.10574525,12.02923229,11.53186084,11.04959814,10.72262115,10.90372098,10.92150753,10.90550449,10.541776
MAN1C1,6.999591332,8.591712663,9.704277018,8.719872871,7.749564699,8.047810801,8.416393357,8.710705666,8.002084036,7.771978071,8.066058218,8.180344363,6.823858968
LST1,7.871715609,5.507563128,3.568456409,5.007447368,5.72790194,4.481286558,3.974972544,4.023540013,3.852096925,5.391241507,3.958269245,4.438768877,3.68109056
TKTL1,2.459632133,2.788283194,2.459632133,2.459632133,2.459632133,2.354713016,3.039576843,2.758406758,4.792104745,3.465874523,2.849367117,2.459632133,5.555989307
HCG26,4.632719972,5.264578218,5.864315592,5.31624175,5.568583264,7.290564542,5.693211463,5.441116875,5.388476513,5.729067633,5.560935454,5.560935454,5.121392316
DIEXF,7.896359157,6.600972548,6.315001089,6.669787341,6.231034649,5.729908964,6.066026518,6.607561038,6.036662812,5.979174108,4.238410607,5.4938957,5.870155566
TPP1,4.022123232,3.731961027,4.066710586,3.537653539,5.873312313,3.081285651,4.235215899,4.975935222,3.810378403,4.382184654,4.115924442,5.010172655,6.265076008
TPP1,4.582275137,4.271307465,4.516350011,4.271307465,6.181161761,4.29528098,4.975040907,5.02046863,4.29528098,4.282178281,4.464319936,5.455352929,7.41577035
DGCR2,6.942264335,7.61750411,8.02926778,7.848831375,7.187838496,7.848831375,7.81816976,7.829890692,7.848831375,7.607895653,7.207876515,7.740817518,7.616401477
SFTPD,5.158980353,5.345192995,5.158980353,5.471538728,5.454165861,7.001371804,6.288651298,6.050133535,5.941665748,5.471538728,5.025929137,4.76499496,3.936096266
PACRG,9.721505523,11.09735501,10.64499256,10.0280831,8.836549473,9.538084061,10.05042935,10.09974222,9.51567231,9.276532127,8.378235777,7.07565399,8.764549731
SLC25A17,5.11788886,5.63940818,5.788975137,5.400861567,3.694493689,5.33692349,4.987772193,5.045030657,5.340532049,5.498074132,4.988282423,3.694493689,3.608685926
FTH1,11.12812292,10.54354433,9.970567934,10.39810635,9.220352838,10.51851046,9.910850293,10.00920199,10.71225909,10.85774302,10.47402227,10.12135686,10.10905244
FERMT2,9.266384065,8.73731578,8.671183653,8.968022928,8.721650313,9.655369778,8.324837337,8.013956595,8.907595825,8.781093221,9.559377718,10.39214758,9.756623453
C1QBP,12.17046295,12.20159407,12.39483641,12.41298701,11.19853531,11.47706323,11.56284424,11.39507622,11.54638175,11.17093319,10.77817625,9.942059225,10.69407747
GRM5,3.132469177,7.202118427,6.022663061,5.274018118,6.310346145,8.432791362,5.643791099,6.568555804,4.857936958,4.729335528,4.550956916,3.468722533,4.786547678
XIST,7.039530042,9.180736123,2.498149652,9.753963513,11.71892098,10.82633324,9.533277111,11.77274175,2.737129178,2.26795245,12.48873136,2.498149652,2.240090673
ALMS1,5.569754147,7.317670757,7.58190361,7.204386558,7.311192224,6.319300153,6.593256793,5.544084446,6.887893543,6.755651384,6.957954383,7.670855497,7.160835501
ALMS1,4.946770151,6.129304263,7.522406094,7.406729251,7.773634205,5.457338433,6.570104654,4.98627886,5.556803072,6.526128432,6.528296162,7.522751646,7.073446394
DNAH7,6.572541475,7.990908713,7.689851423,7.813633492,7.345741134,6.272921626,7.948118953,7.610375598,6.545296358,6.852436681,5.636524155,6.92053461,8.291468304
CDC42,3.254746782,6.268550467,6.287999599,7.509113252,6.590351109,2.628687234,3.55555167,3.071481938,3.167313758,2.478772304,3.167313758,2.628687234,2.589869951
GAL,2.940186781,8.808043718,3.123130102,9.6334719,8.51313923,3.094713313,2.940186781,3.254156047,13.12532369,11.95228793,12.94909028,11.18958502,12.68572146
NDUFB8,5.249809207,3.754746339,6.838109185,3.627900911,6.127810169,4.44790813,4.533583676,4.576242927,3.944309252,4.616702111,6.783530286,9.218783176,7.200267974
DKK3,8.706549047,8.713588785,7.63681253,10.19970847,11.89568545,8.308087072,10.52833539,8.437857696,12.51982471,11.10466514,12.04007485,11.62382934,10.94420446
TRIM2,4.749521158,4.527070326,3.503292345,3.738351379,2.790126761,3.738351379,3.738351379,3.814556078,5.158126523,3.503292345,3.738351379,3.738351379,3.004960658
TRIM2,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.325229572,2.240090673,2.240090673,2.240090673,2.835044785,4.532647243,3.33799315
NUMA1,3.828307437,3.5764758,4.825366458,3.494069684,3.796701115,3.59069153,4.25211611,4.198483591,3.666018646,3.595173651,5.341544354,8.849107326,8.008896063
NUMA1,3.779710439,3.538317793,3.524898075,3.717838411,3.707945442,3.779710439,4.510558698,3.428081333,5.200184026,4.754984366,5.243627524,6.974909308,7.078774688
CLN5,9.906990812,8.796324247,8.458401359,8.713980243,9.529965976,9.817276817,9.100354467,9.29931893,9.125306509,8.17935833,7.606923376,7.222471481,8.775192068
ATP10A,3.888322274,3.849976719,2.745400875,3.297681935,4.700928493,2.958406951,3.594241167,3.459619621,2.824561236,3.297681935,5.473284398,4.358850489,3.297681935
SEC22B,10.60812652,11.32630701,10.36785559,11.34531835,11.22872296,11.40148697,11.38549187,11.70265784,10.98693332,10.28329611,9.683210941,9.088713617,10.00574798
KAT5,6.690328495,6.326690103,6.120337041,6.538226702,6.648354402,7.677248114,7.412620743,7.771731246,7.44651056,7.322491933,6.653958633,6.132951145,6.530223849
AKR7A2,8.901175661,9.457358673,8.881807915,9.540209549,9.118656365,9.481605652,8.992425501,9.497480448,9.94091187,9.485560257,9.086284971,8.625171968,8.702239588
COPS8,5.657691855,6.980056322,6.411360151,6.544262746,5.72620428,5.91277835,5.293543316,5.442859163,5.565644097,5.453364784,3.891658433,3.891658433,5.166091349
EFCAB11,8.470969035,8.764309133,8.350926078,8.299757405,6.180757096,8.448623266,7.372150818,8.296667017,7.03317043,5.805939254,4.517944686,3.675323698,5.325076871
ITGA8,2.514580566,3.885256131,2.572330509,4.088819787,4.974043509,2.307684924,2.642587364,2.642587364,2.91168466,3.678348916,7.75624577,8.183243108,6.432762005
MTMR4,6.624977301,8.168579363,8.2755142,7.767874778,7.549992666,8.497480252,7.600087677,7.630192662,8.097863006,7.65432998,7.886022663,8.199494755,7.970361045
MAPRE3,2.674286021,3.357663309,2.674286021,3.547444102,2.259996543,3.163951604,3.253273244,3.121790701,3.304279968,2.570869105,3.046250041,2.259996543,3.395438001
KLF12,6.824073744,7.872372954,8.030869581,7.660692922,6.789224976,7.187052645,6.337483405,6.496840929,6.464612541,6.409065861,6.300034668,6.786739264,6.282110823
COX11,7.636997124,7.629446897,7.468443334,7.673762114,5.81909571,7.229271432,7.340746566,7.676464181,7.502075992,6.676421425,5.190925354,6.034894873,7.29031824
NDRG2,3.403347867,3.143745834,2.342163581,4.133129967,4.584424116,3.304841499,3.477311372,3.182278553,5.18731348,3.235868835,2.879230753,3.294271525,3.291825674
RCHY1,9.502092042,8.875118224,9.090839116,9.788319205,8.589211785,9.409342365,9.704688035,10.0238125,9.704688035,9.759123608,8.370671723,9.23443647,10.04114069
FABP3,2.937610658,2.571034943,2.404818878,2.422924461,2.288829792,2.302858499,2.240090673,2.348317626,4.129381444,2.372475096,3.518738102,2.240090673,2.295624749
PSMB1,2.291117741,2.250942279,2.631279587,2.291117741,2.322121132,2.309357689,2.412130404,2.291105784,2.291117741,2.735964208,5.638180094,5.567099744,3.584692093
RPL17,3.842540906,2.250748937,5.41385926,2.266030394,5.164404944,2.250748937,3.865460621,4.461236798,2.421128608,3.800276392,7.131713315,7.005591029,5.212030146
KIAA0485,2.240090673,2.240090673,5.755439704,2.240090673,3.472490131,2.240090673,2.240090673,2.240090673,2.240090673,3.944054936,6.596389095,8.716857114,7.766311407
SEPT6,7.209388819,7.377544172,8.232078169,6.679975653,7.304108932,5.0223828,6.453847285,5.860035841,6.065730791,6.455274559,7.010812584,7.452531593,6.700434834
OPA1,6.943247902,7.801714586,8.261864382,7.649168422,6.82331218,7.327561641,6.75909552,6.374308827,6.914665692,8.124674435,7.975615656,7.33178956,6.240184111
ZFPL1,4.665220034,5.145272239,4.878740481,5.062033247,5.645546503,6.867553956,6.88146943,7.27089473,6.773744642,5.953456774,5.645546503,4.506201382,5.121789833
ZFPL1,6.728772823,6.701076654,6.806865695,6.668587221,6.511053069,7.614307738,7.828662395,8.015982813,7.578836357,7.976474324,7.463835661,7.110935808,6.90069547
FRY,5.186390492,5.659321856,3.948048286,5.500137321,5.520679801,7.472811118,4.532740772,4.263837347,5.295386388,3.723917566,3.40642527,5.753741265,6.437546422
FRY,4.946619113,5.349311449,5.61473419,5.947727656,5.548244255,7.742621239,4.860042673,5.282614012,5.413962016,5.760207111,5.582083883,8.484374582,8.032989743
NOV,5.761860152,9.32175563,11.40726366,9.679781569,9.541457051,6.301141573,10.15146407,6.366199458,10.01697843,9.732217942,7.714534825,7.99338467,10.24639252
JUND,4.457879542,4.369344825,6.22943745,4.513873818,3.707348814,5.130809908,4.319906039,4.141729585,4.744783049,5.787946819,7.01179339,5.416850763,4.305388692
TNFSF10,7.843104505,6.13599966,5.625506738,6.898588517,8.128174964,6.001064715,7.611026333,7.941823501,6.560500264,6.40067924,4.039617252,7.083865628,8.016339699
ATPAF2,5.201402882,5.728250916,4.685704607,5.863100589,4.391602585,4.352332045,5.28413402,5.219344552,5.820426645,4.741154737,5.143214952,3.934832648,3.627802906
TSFM,6.963632401,7.121382683,7.792324286,7.297984849,6.541637834,6.241674762,6.22329413,7.144283068,6.927202212,6.669765647,5.877779664,5.736399549,6.174148165
TSFM,5.304609023,5.68391641,6.396877375,5.631032037,5.671707961,4.466155266,4.736089587,5.694953274,5.509934663,5.501439589,4.466155266,4.247272155,4.01595473
COPA,6.801771351,6.697401896,3.873654619,6.129495821,4.256495979,5.858516417,5.690379284,5.701767285,4.801856198,3.535537542,4.103088219,4.329376039,5.073940141
ALOX12P2,2.265591414,2.265591414,2.714434289,2.265591414,2.265591414,2.422244306,2.265591414,2.265591414,2.848633696,2.346804275,3.480323788,4.302557133,3.347991014
ACACA,5.781853119,5.510152298,5.510152298,5.510152298,3.34452522,5.811816467,5.473997717,5.535333009,5.578028409,5.510152298,5.406090902,4.543511395,5.439957687
HSP90AB1,12.27689577,11.83732322,10.13870164,12.18893146,11.31863269,11.56110812,12.02866238,12.18328716,11.80693949,9.971382553,10.34597704,9.849014119,12.06771415
RGS12,2.643434515,3.13782592,2.526214861,2.676107272,2.424949201,2.515818848,3.772066752,4.072625362,4.263384838,2.526214861,4.778862366,3.111081497,4.177700297
S100A8,5.499642709,4.989789035,2.240090673,2.240090673,2.476408804,2.240090673,2.240090673,3.244222672,2.240090673,2.240090673,2.296234786,2.240090673,2.240090673
PPFIBP1,7.342776685,8.147896912,8.262708074,8.659954424,7.453964008,7.312783806,7.42914254,8.066891566,8.418650659,7.105120759,9.129118951,9.489753283,8.890798012
PPFIBP1,4.41704733,3.211670392,6.551282134,3.696543454,4.964742576,2.331672748,5.558875628,4.32512898,3.253665306,6.48182379,9.444443145,10.07307776,8.611515902
LOC441601,2.240090673,2.240090673,6.050707781,5.870301488,2.66010563,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673
KLHDC3,8.382472095,7.662472769,7.33275376,8.00592965,6.528228631,7.684388055,8.021782332,8.016049445,8.113940721,7.32476621,6.975912235,6.644831162,7.621879459
BCAT1,6.030639072,6.089677262,4.504665542,5.918094201,6.397769846,6.545565336,5.938167377,5.802911727,5.435274843,2.968354049,3.372459578,3.084922275,3.372459578
RND2,6.268373061,5.85591747,5.304343167,5.91335204,4.851226922,4.851226922,4.949729915,5.880101402,5.400808343,4.689897064,4.851226922,4.668208049,4.44396195
RFPL3-AS1,2.240090673,2.240090673,3.832830354,2.240090673,2.349009318,2.240090673,2.240090673,2.240090673,2.240090673,2.240090673,2.487821838,4.187408409,2.82170286
CTRB2,3.628311507,3.628311507,3.628311507,3.793600652,3.628311507,3.72431943,3.628311507,3.628311507,3.628311507,3.653862694,6.007427256,3.628311507,2.786470419
RAD23B,2.998713725,2.434915191,2.722586355,2.444974496,2.529832775,2.522854882,2.72226701,2.529832775,2.386562831,3.797531975,4.804186606,6.328769497,5.885894646
NOP2,5.846973337,5.889074249,6.705524255,5.94291249,5.889074249,6.703755406,5.830945084,7.008400207,5.436111099,5.10097703,7.136985287,5.580146351,5.379108679
GLA,9.622311031,9.443328091,9.763406146,9.348437092,10.72878846,9.304340215,9.681618286,9.832241953,9.004084416,8.52960071,9.679483728,9.121232315,8.223935611
ATP1A3,2.841333786,3.14986751,3.291676881,3.005076496,3.112460823,3.03181189,3.031309587,3.112460823,3.138536991,3.03181189,3.452096309,3.03181189,2.457640894
SELENBP1,2.714135973,2.858028778,2.247918599,3.498042961,4.289910854,2.714135973,2.645115511,2.645115511,5.434934766,4.873545142,3.611948097,5.251139732,2.757222741
HSPA12A,7.768339295,9.606434721,8.654085302,8.813936634,8.709391986,6.803121749,6.965023306,7.574685951,7.411146612,5.397631288,7.06259308,6.676930139,6.998629463
SHMT2,7.671107447,6.575297974,6.547060253,7.235816598,7.194187023,8.079420667,6.776387526,6.583649927,7.014489736,5.185501361,5.370604608,5.291403036,6.962876419
BIN1,5.798543489,6.832968127,6.98121513,6.35111848,7.085545538,5.463275756,6.442045096,7.069983459,7.688650613,7.460728532,9.067771796,7.472157826,6.969231614
NAT1,6.694434417,6.728421342,4.754420305,6.940611641,5.404837703,3.956604782,6.312432221,6.561204521,6.215428198,5.61276229,3.977476631,4.301838898,5.260532974
PIAS2,7.801521473,7.69183227,6.492892606,7.139617331,6.71904396,7.423932539,6.335265424,7.307988298,6.892773637,6.086746618,6.311033681,4.529460409,5.220773836
ELL2,7.60314039,7.525024983,7.305968192,6.25347132,3.860567221,7.669717035,6.391272077,8.039369811,6.097077803,5.819271347,7.354075026,7.149528235,6.257902156
TFAP2B,2.240090673,2.290323131,2.291686373,3.04949807,4.558495605,2.291686373,2.291686373,2.291686373,2.291686373,2.291686373,2.291686373,3.855527507,2.56862869
BCAT1,7.836002308,7.315498466,6.394179246,7.576088692,8.166659128,8.022069571,7.683318551,7.081938758,6.95347219,4.477608671,4.368408807,3.855854304,5.937939763
IFI44,7.722284277,5.964209707,7.552172314,8.02513334,7.619836003,6.585869384,7.178387256,9.088910244,6.364877847,6.536658258,4.968615739,6.504009528,6.249183933
ADAMTS2,2.240090673,2.770543087,2.35807867,2.254971486,2.258501144,6.132646133,2.351289471,2.254971486,2.262822973,3.104402052,2.254971486,2.254971486,2.254971486
HIST1H2BC,10.35987505,7.422106561,8.347498523,7.261835377,9.025211592,8.0911091,7.685970111,5.546630617,7.676427472,6.533463277,5.837906193,5.593297478,6.248661944
HLA-C,11.63576549,12.58614728,12.57096564,12.12923225,12.02949585,13.6471952,12.47183611,12.14403873,11.5866324,11.34205623,10.51164975,10.89100018,11.03150392
LSAMP,3.45700816,7.020818146,2.851423786,4.137623794,7.074313021,9.690207207,8.819222351,8.226036643,7.314724049,6.877243592,7.289785212,5.545441347,4.092457917
GPR65,7.218732105,3.751548783,2.715587965,4.22022988,4.271454952,3.817266231,2.627213107,2.716855221,2.574531027,2.627213107,2.716855221,2.627213107,2.715587965
MYH6,2.240090673,9.216614586,3.629871169,4.710935912,6.288960662,13.78875945,2.870298442,2.390933862,4.735170765,4.099373889,3.570096825,8.107845637,3.951779598
HIST1H2AE,8.353118809,4.033181101,4.146318592,4.115252171,7.010410192,4.085213719,4.085213719,4.208930208,4.47435095,4.511909023,4.085213719,4.033181101,4.511909023
KLRB1,6.185493442,3.017161341,2.281252043,2.335056237,3.112308906,2.281252043,2.281252043,2.462102573,2.281252043,2.281252043,2.281252043,2.281252043,2.281252043
LHB,4.306169047,6.037874737,4.636352855,3.883682681,4.742845843,3.883682681,3.899321325,3.899321325,12.89036683,10.3822462,12.28229414,10.22265906,6.272902437
PRKAB2,7.931539173,7.55619896,6.672491057,7.12541047,4.651718204,6.973168897,6.883845024,6.797155189,6.671388098,6.26009961,6.331552857,5.731834189,6.822227075
HIST1H2AM,5.280272658,2.244464726,3.182392203,2.244464726,2.244464726,2.244464726,2.240090673,2.244464726,2.244464726,2.244464726,2.244464726,2.244464726,2.244464726
ZBTB25,5.634504364,4.594333414,5.13149884,5.210506068,3.827797869,5.939751857,5.102108309,5.534366551,4.425284993,4.084639235,3.47578813,4.645826989,5.270447303
ARFIP1,8.340273869,8.873020554,8.594710003,8.3318421,6.871109059,7.671133345,8.385325301,7.839331287,8.049283148,7.751128898,7.597947078,7.581256463,7.919408884
SIGMAR1,5.399562663,5.697308992,5.503892203,4.876688716,5.416156742,6.193341992,4.707746593,4.377025794,4.821999479,4.11373575,3.686968111,3.686968111,4.039967715
FSHB,3.184425154,4.043818096,2.658827738,3.045449859,3.226907134,2.584242417,2.584242417,3.419405637,13.5055472,9.755640237,9.613590436,4.714752678,2.893211267
CACNG2,2.984072603,2.428176585,2.428176585,2.396542247,2.540215963,6.005679806,2.396542247,2.352934799,2.428176585,2.429008334,2.428176585,2.428176585,2.391827485
H2AFY,8.610903447,8.351214262,7.494899742,7.928007994,7.049121955,9.345760504,8.344159014,8.658456751,7.726560993,6.542713703,5.762861395,5.724320276,6.42953044
FHL1,7.26655657,7.433111797,6.567403205,7.286565054,7.22426702,7.228641591,7.021429131,6.550826983,7.309826509,6.397520417,7.06041745,6.271689509,5.849230698
EXOSC2,4.484433155,3.871748984,2.458825358,3.546253563,2.807510318,4.049960132,3.998001124,2.495776384,3.386187291,2.42693169,2.697938299,2.355476924,2.680890192
CREM,10.4016782,9.400354973,9.359794918,9.083692762,9.359794918,8.837097161,9.438939836,10.58981461,9.955251287,9.905211118,10.26121602,10.21422832,10.17912336
FCGR1B,7.302289819,4.761513048,2.356995178,4.374563615,2.911474968,4.055917441,2.602358667,2.545564063,2.393518819,2.241276468,2.360743285,2.400897989,3.287349169
RLN2,7.008132393,3.555448001,3.902935997,5.404034847,4.429195615,6.67469769,7.847915788,6.954806321,6.864704323,6.315688082,4.5294322,4.12214415,6.340743572
MLH3,6.847947163,5.997528665,6.043923326,6.539416827,5.828091537,6.993341795,5.924301943,5.880982433,6.559609918,5.071182375,3.928118102,5.828091537,5.956788242
PQBP1,8.984028804,9.225852215,8.63869811,9.821652981,9.454569378,8.892432258,9.434629052,9.766417961,9.633447801,8.517927994,8.695753727,7.618938182,7.727931651
TSHB,4.991605574,7.440652678,7.105961092,8.249840768,2.521752881,13.08549837,7.142661301,6.931522764,14.10796446,13.5564053,8.774891472,13.48341958,12.79170796
SNX1,8.415397522,7.314285568,7.875628728,7.606760544,6.852880948,8.723514701,7.184875978,7.783605419,8.164290493,6.953836695,6.843628764,6.706755094,7.008306031
